Model,Fuel Barrels/Year
CT6 AWD,15.517353896103899
CTS,17.750972037826294
CTS AWD,15.726630086580087
CTS Sedan,15.435393676659809
CTS Sedan AWD,15.011999458874461
CTS V,22.072098214285713
CTS Wagon,18.41075577200577
CTS Wagon AWD,15.695714285714288
CTS-V,20.36259256827731
CX 25 GTI,18.368359133126937
CX 25 Prestige,19.388823529411766
CX 25Tri,19.388823529411766
CX-3 2WD,10.632580645161289
CX-3 4WD,11.365862068965518
CX-5 2WD,11.53424521072797
CX-5 4WD,12.224546703296705
CX-7 2WD,15.941890624122891
CX-7 4WD,17.829780701754387
CX-9 2WD,17.317054035087722
CX-9 4WD,18.15169531565487
Cab Chassis 2WD,22.49719047619048
Cab/Chassis,25.505535714285713
Cab/Chassis 2WD,29.47023237476809
Caballero Pickup 2WD,19.783859259612935
Cabrio,14.354618638833994
Cabriolet,15.29382043863364
Cadenza,14.819421936758895
Calais,15.043390343249428
Caliber,13.544930878959393
Caliber AWD,14.98227272727273
California,21.63065625
California T,17.829780701754387
Camargue,41.20125
Camaro,17.49616920106918
Camry,14.5583248770415
Camry CNG,0.08332015810276676
Camry Hybrid,9.753165775401069
Camry Hybrid LE,8.07276524390244
Camry Hybrid XLE,8.24025
Camry Hybrid XLE/SE,8.348674342105262
Camry Solara,14.67368644501279
Camry Solara Convertible,15.83423321529729
Camry Wagon,15.453813308183046
Canyon 2WD,16.98322005007628
Canyon 4WD,17.839690852401514
Canyon Cab Chassis 2WD,20.600625
Canyon Cab Chassis Inc 2WD,19.863445772058824
Canyon Cab Chassis Inc 4WD,19.101581699346408
Canyon Crew Cab 2WD,17.37863145886538
Canyon Crew Cab 4WD,19.03225775351692
Capri,15.816830777793122
Caprice,19.217270968913883
Caprice Wagon,19.101889630852344
Caprice/Impala,17.829780701754387
Caprice/Impala Wagon,18.311666666666667
Captiva AWD,18.311666666666667
Captiva FWD,15.623880353056554
Caravan C/V/Grand Caravan 2WD,17.205623642439434
Caravan C/V/Grand Caravan 4WD,20.600625
Caravan/Grand Caravan 2WD,16.846389602477295
Caravan/Grand Caravan 4WD,19.927401960784316
Caravan/Grand Caravan AWD,19.30314059714795
Caravan/Grand Caravan FWD,17.380020467836257
Caravan/Grand Caravan/Ram Van 2WD,17.242108680513674
Caravan/Ram Van 2WD,16.840174572838006
Caravelle,16.0385292448163
Cargo Van 2WD,16.392727913533836
Cargo Van 4WD,17.829780701754387
Carrera,20.600625
Carrera 2 911 GT3,20.600625
Carrera 2 Cabriolet,16.854243244474826
Carrera 2 Cabriolet Kit,17.347894736842107
Carrera 2 Coupe,16.854243244474826
Carrera 2 Coupe Kit,17.347894736842107
Carrera 2 S Cabriolet,16.685896069719753
Carrera 2 S Coupe,16.685896069719753
Carrera 4,23.543571428571425
Carrera 4 Cabriolet,17.61683685579495
Carrera 4 Cabriolet Kit,18.527098039215687
Carrera 4 Coupe,16.82642528195489
Carrera 4 S,18.850245098039217
Carrera 4 S Cabriolet,17.70957917465232
Carrera 4 S Cabriolet Kit,18.311666666666667
Carrera 4 S Coupe,17.79934224654774
Carrera 4 S Kit,18.742529411764707
Carrera 4 S Targa,17.08859419381788
Carrera 4 Targa,16.652602130325818
Carrera GT,29.96454545454546
Cascada,14.330869565217393
Catera,18.118912280701757
Cavalier,14.421939400831393
Cavalier (Bi-fuel CNG),14.65657114624506
Cavalier Convertible,15.431488727163526
Cavalier Dual-fuel,13.932789855072464
Cavalier Wagon,14.948173193337519
Cayenne,19.645805902223593
Cayenne Diesel,16.616739130434784
Cayenne GTS,21.54592826863539
Cayenne Platinum,17.347894736842107
Cayenne S,20.31723015873016
Cayenne S Hybrid,15.695714285714288
Cayenne S e-Hybrid,9.53308536964286
Cayenne TransSiberia,25.35461538461539
Cayenne Turbo,21.60468907563025
Cayenne Turbo Kit,23.543571428571425
Cayenne Turbo S,21.29308298319328
Cayman,14.205748857121142
Cayman GT4,16.4805
Cayman GTS,14.083336363636365
Cayman R,14.65657114624506
Cayman S,14.78103567899492
Celebrity,15.619099848115273
Celebrity Wagon,15.904224979898938
Celica,14.029119284025775
Celica Convertible,14.491604369196022
Celica Supra,17.588837719298247
Century,15.861054998830308
Century Wagon,16.446008051152923
Challenger,17.902553467456443
Challenger SRT8,19.632866881127452
Charade,10.55588555094894
Charade E,9.694411764705883
Charger,16.026994301315387
Charger AWD,17.098756414846644
Charger GLH-S,16.088107142857144
Charger SRT8,19.427293417366947
Cherokee 2WD,18.58595624466892
Cherokee 4WD,18.570536680933035
Cherokee 4WD Active Drive II,14.906940388803745
Cherokee FWD,13.497665702479338
Cherokee Trailhawk 4WD,15.258731331168832
Cherokee/Wagoneer,18.198728159207867
Cherokee/Wagoneer 2WD,17.058749275850108
Cherokee/Wagoneer 4WD,17.85271065186686
Chevette,12.321161233211233
Chevette CS,12.41640873015873
Chevrolet Cavalier,15.695714285714288
Ciera SL,14.714732142857144
Ciera SL Wagon,15.695714285714288
Cimarron,15.858550955574891
Cirrus,16.035537764866714
Citation II,16.388253258145365
City Express Cargo Van,13.1844
Civic,11.353540983729822
Civic 2Dr,9.914806993765248
Civic 4Dr,9.82247926267281
Civic CNG,0.06680708180708178
Civic CRX,11.692864001659261
Civic CRX HF,7.843612186088839
Civic Del Sol,11.901837407689596
Civic HB VX,7.952799418604651
Civic HF,9.702805194805194
Civic HX,10.084509308274873
Civic Hybrid,7.935784991985103
Civic Natural Gas,0.06
Civic Wagon,12.116409242830644
Civic Wagon 4WD,14.347154644268775
Classic,13.633868181818183
Clubman,10.919537017817415
Clubman S,11.865074909126633
Coachbuilder Wagon,18.580955882352942
Cobalt,13.251075795466125
Cobalt Coupe,11.786819923371647
Cobalt SS Coupe,13.1844
Cobalt Sedan,11.786819923371647
Cobalt XFE,11.176431034482759
Cobalt XFE Coupe,10.987
Cobalt XFE Sedan,10.987
Colorado 2WD,16.964078935093703
Colorado 4WD,17.81497875163678
Colorado Cab Chassis 2WD,20.600625
Colorado Cab Chassis inc 2WD,19.863445772058824
Colorado Cab Chassis inc 4WD,19.101581699346408
Colorado Crew Cab 2WD,17.37863145886538
Colorado Crew Cab 4WD,19.03225775351692
Colt,12.320803308141334
Colt Vista,15.507580530799258
Colt Vista 4WD,16.934849624060153
Colt Wagon,12.550758201058201
Colt Wagon 4WD,14.330869565217393
Comanche 2WD,17.411256276447975
Comanche 4WD,18.02785137866292
Comanche Pickup 2WD,18.10035484284807
Comanche Pickup 4WD,18.709059051758356
Commander 2WD,21.333091666666668
Commander 4WD,22.026319047619047
Commercial Chassis,20.01716503267974
Compass 2WD,13.54531743812709
Compass 4WD,14.511764972059426
Compass FWD,13.491119516033839
Concorde,16.525161213985378
Concorde/LHS,15.731386363636364
Conquest,17.950252192982457
Consulier GTP,15.695714285714288
Continental,23.358386658028994
Continental  AWD,17.058763157894738
Continental  FWD,16.088107142857144
Continental (turbo),29.96454545454546
Continental Flying Spur,25.958296703296703
Continental GT,22.49117038547787
Continental GT Convertible,20.68141176470588
Continental GT Speed Convertible,21.974
Continental GT3-R,19.388823529411766
Continental GTC,23.902229153199745
Continental R,28.21661363636364
Continental SC,27.4675
Continental Supersports,23.543571428571425
Continental Supersports Convertible,23.543571428571425
Continental T,27.4675
Contour,14.613596632081688
Convertible,17.533720043572984
Cooper,11.399849032329811
Cooper (3-doors),10.227314195381231
Cooper (5-doors),10.310381231671553
Cooper Clubman,11.265472350230414
Cooper Clubvan,10.898395161290322
Cooper Convertible,11.487338808392082
Cooper Countryman,11.56989083549623
Cooper Countryman Coupe,11.597388888888888
Cooper Coupe,10.466446572580644
Cooper Hardtop 2 door,10.555051411290322
Cooper Hardtop 4 door,10.477018740835778
Cooper Paceman,11.60146267457669
Cooper Roadster,10.99005533926585
Cooper S,12.219039556860764
Cooper S (3-doors),11.583106390257251
Cooper S (5-doors),11.786819923371647
Cooper S Clubman,11.500391956702302
Cooper S Clubman All4,13.205528846153848
Cooper S Convertible,12.260898005245053
Cooper S Countryman,11.568823891625614
Cooper S Countryman All4,12.369877391127394
Cooper S Countryman Coupe,11.568823891625616
Cooper S Countryman Coupe All4,12.442542735042736
Cooper S Coupe,11.274529248768474
Cooper S Hardtop 2 door,12.005683313334176
Cooper S Hardtop 4 door,12.005683313334176
Cooper S JCWorks GP Kit,14.98227272727273
Cooper S Paceman,11.568823891625614
Cooper S Paceman All4,12.442542735042736
Cooper S Roadster,11.274529248768474
Cordia,14.372125098814232
Corniche,27.4675
Corniche II,36.85222916666667
Corniche II/Continental,41.20125
Corniche III,32.961
Corniche IV,29.96454545454546
Corniche S,29.96454545454546
Corniche/Continental,41.20125
Corolla,12.033250299778297
Corolla All-Trac Wagon,14.799259457933374
Corolla FX,13.347063605697151
Corolla LE Eco,9.627264323911383
Corolla Sport,12.743511410256412
Corolla Wagon,12.787200050875052
Corolla iM,10.809790322580644
Corrado,16.00962857142857
Corrado SLC,17.931017249004867
Corsica,14.99312032334673
Corvette,18.095994146387117
Corvette Convertible,18.465546218487393
Cougar,16.998644719310384
Countach,47.08714285714285
Coupe,16.32126811594203
Coupe Cambiocorsa/Coupe GT,27.4675
Coupe Cambiocorsa/GT/G-Sport,24.449093406593406
Coupe Cambiocorsa/coupe GT,27.4675
Coupe GT,17.829780701754387
Coupe and Gransport,27.4675
Coupe quattro,18.311666666666667
Courier,16.256275510204084
Courier Pickup 2WD,15.338993506493509
Courier Pickup 4WD,19.994724264705884
Cressida,17.610741626794262
Cressida Wagon,17.99040935672515
Crossfire,17.003690476190478
Crossfire Coupe,17.265285714285717
Crossfire Roadster,17.265285714285717
Crosstour 2WD,13.996909122670809
Crosstour 4WD,15.160633116883119
Crosstrek AWD,12.021584880636606
Crown Victoria,18.247415204678365
Crown Victoria CNG,0.11814136904761903
Crown Victoria FFV,17.588837719298247
Crown Victoria Police,19.908167016806722
Cruze,11.18880739224321
Cruze Eco,10.345823167155425
Cruze Hatchback,10.466446572580644
Cruze Limited,11.386909961685824
Cruze Limited  Eco,10.310381231671553
Cruze Premier,9.84129679144385
Cruze Premier Hatchback,10.632580645161289
Cube,11.961255298022538
Custom Cruiser,18.71560049019608
Custom Cruiser Wagon,18.99231092436975
Cutlass,15.030352484472052
Cutlass Calais,14.584910100616396
Cutlass Ciera,16.031261652673223
Cutlass Cruiser,16.361838933779257
Cutlass Cruiser Wagon,17.057124090792822
Cutlass Supreme,17.2347392458783
Cutlass Supreme Classic,18.311666666666667
Cxestate,19.112447755417957
D100/D150 Pickup 2WD,25.176422521217642
D250 Cab Chassis 2WD,30.68591414141414
D250 Pickup 2WD,26.548414792350506
D250 Pickup Cab Chassis 2WD,32.961
DB AR1,28.71602272727273
DB-7 GT Coupe,29.96454545454546
DB-7 GT Volante,29.96454545454546
DB-7 Vantage Coupe,26.939278846153847
DB-7 Vantage Volante,27.4675
DB132/144 - Diablo,32.961
DB132/144 Diablo,31.96218181818182
DB132/Diablo,32.961
DB7 Coupe,21.974
DB7 Volante,21.974
DB9,23.394972950126796
DB9 Coupe,25.882836538461543
DB9 Coupe Manual,27.4675
DB9 Volante,25.777192307692314
DB9 Volante Manual,27.4675
DBS,24.449093406593406
DBS Coupe,24.449093406593406
DJ Po Vehicle 2WD,19.388823529411766
DTS,18.311666666666667
Dakota Cab Chassis 2WD,25.482509924857755
Dakota Pickup 2WD,20.432159689719512
Dakota Pickup 2WD FFV,21.974
Dakota Pickup 4WD,22.715517178593466
Dakota Pickup 4WD FFV,21.974
Dart,11.687890399558285
Dart Aero,10.3003125
Dart GT,12.442542735042736
Dawn,23.543571428571425
Daytona,15.717002734101275
DeVille,17.999858101135192
DeVille/60 Special,19.388823529411766
DeVille/Concourse,18.850245098039217
Defender 110,32.961
Defender 90,25.35461538461539
Del Sol,11.892511760397108
Delta 204T,14.330869565217393
Delta 88,16.4805
Delta 88 Royale,18.083021828468233
Detomaso Mangusta,15.695714285714288
Diamante,18.036303258145363
Diamante Sedan,18.311666666666667
Diamante Wagon,17.347894736842107
Diplomat,23.070135340802988
Discovery,25.052774725274723
Discovery Series II,26.058910256410257
Discovery Sport,14.98227272727273
Dovell 230CE,19.388823529411766
Dovell 230E,19.388823529411766
Duntov GT,21.974
Durango 2WD,22.24272372870045
Durango 4WD,23.398102297599202
Durango AWD,18.258264387992043
Durango HEV,15.695714285714288
Durango RWD,17.64928514132926
Dynasty,16.377708091250856
E150 Club Wagon,24.91467805028305
E150 Club Wagon 2WD,27.944591175491176
E150 Econoline 2WD,23.81217291144111
E150 Van FFV,22.758785714285715
E150 Wagon FFV,24.449093406593406
E250 Bluetec,11.581363636363635
E250 Bluetec 4matic,12.328548387096774
E250 CNG,0.155
E250 Econoline 2WD,26.005806449589063
E250 Econoline 2WD CNG,0.1596969696969697
E250 Van FFV,22.98516620879121
E300,13.1844
E300 4matic,13.73375
E300 Diesel,14.713941025641025
E300 Turbodiesel,14.699423076923075
E320,16.29462969924812
E320 (Wagon),16.4805
E320 4Matic,16.218904761904763
E320 4Matic (Wagon),16.4805
E320 4matic,17.347894736842107
E320 4matic (Wagon),17.829780701754387
E320 Bluetec,14.699423076923075
E320 Cdi,14.155
E320 Convertible,18.311666666666667
E320 Coupe,16.914197368421053
E320 Sedan,16.340064661654136
E320 Sedan 4Matic,15.695714285714288
E320 Wagon,17.056009523809525
E320 Wagon 4Matic,16.4805
E350,15.161343773436148
E350 (wagon),17.347894736842107
E350 4Matic,14.98227272727273
E350 4matic,15.704863588690106
E350 4matic (wagon),16.55059250398724
E350 4matic Coupe,14.737996541501978
E350 Bluetec,15.091407692307692
E350 Convertible,15.006700345849804
E350 Coupe,14.785864804168165
E350 Van,27.4675
E350 Van FFV,25.35461538461539
E350 Wagon,29.96454545454546
E350 Wagon FFV,25.35461538461539
E400,14.330869565217393
E400 4matic,14.330869565217393
E400 4matic (wagon),14.98227272727273
E400 4matic Coupe,14.330869565217393
E400 Convertible,13.932789855072464
E400 Coupe,13.932789855072464
E400 Hybrid,12.677307692307698
E420,18.311666666666667
E430,17.829780701754387
E430 4Matic,18.311666666666667
E500,19.200321078431376
E500 (Wagon),19.388823529411766
E500 4matic,20.600625
E500 4matic (Wagon),20.600625
E500 4matic (wagon),20.600625
E55 AMG,20.24045067401961
E55 AMG (Wagon),21.974
E55 AMG (wagon),21.974
E550,19.200321078431376
E550 4matic,18.0864041005291
E550 Convertible,17.14380185758514
E550 Coupe,16.349702380952383
E63 AMG,20.23921052631579
E63 AMG (wagon),21.13689523809524
E63 AMG 4matic,17.347894736842107
E63 AMG 4matic (wagon),19.388823529411766
E63 AMG S,17.347894736842107
E63 AMG S 4matic,18.311666666666667
E63 AMG S 4matic (wagon),18.311666666666667
ELR,3.577711354042732
ELR Sport,4.028975201298702
ERD 1,20.600625
ES 250,17.347894736842107
ES 300,16.96533628714644
ES 300h,8.24025
ES 330,15.695714285714288
ES 350,14.414762396694217
EX35,17.100067669172933
EX35 AWD,17.347894736842107
EX37,16.4805
EX37 AWD,16.4805
EXP,13.203314369075741
Eagle,20.654482843137256
Eagle 4DR Wagon,19.792757352941177
Eagle 4WD,18.670291511048863
Eagle SX/4 4WD,18.1597106092437
Echo,10.477018740835776
Eclipse,15.566148015809516
Eclipse Convertible,15.433117386010728
Eclipse Spyder,15.948720987377738
Edge AWD,16.60639841881592
Edge FWD,15.196223565336267
Eight/Mulsan,36.07398333333333
Eight/Mulsanne S,32.961
Eight/Mulsanne S and S,29.96454545454546
Eighty-Eight,16.682433166248956
Eighty-Eight/Regency,16.914197368421053
Eighty-Eight/Regency/LSS,16.521804511278198
El Camino Pickup 2WD,19.783859259612935
Elan,13.932789855072464
Elantra,12.726887776771441
Elantra Blue,10.833087284482758
Elantra Coupe,11.336848470302098
Elantra GT,11.876423809523809
Elantra Hatchback,12.677307692307696
Elantra Limited,10.632580645161289
Elantra SE,9.988181818181818
Elantra Touring,12.677307692307696
Elantra Wagon,14.358011363636365
Eldorado,18.514324942257605
Eldorado Convertible,19.388823529411766
Electra/Park Avenue,17.7635017048963
Element 2WD,15.67053399541635
Element 4WD,16.262503968253966
Elise/Exige,14.68618038088394
Elise/exige,14.98227272727273
Enclave AWD,18.527098039215687
Enclave FWD,17.540649122807018
Encore,11.547561224489796
Encore AWD,12.293522332894256
Endeavor,18.850245098039217
Endeavor 2WD,18.311666666666667
Endeavor 4WD,19.388823529411766
Endeavor AWD,19.388823529411766
Entourage,17.595721804511278
Envision AWD,14.566098484848487
Envision FWD,13.1844
Envoy 2WD,20.227763009049774
Envoy 4WD,20.811913461538463
Envoy XL 2WD,21.363611111111112
Envoy XL 4WD,22.150576785714286
Envoy XUV 2WD,21.516208333333335
Envoy XUV 4WD,22.49719047619048
Enzo Ferrari,41.20125
Eos,13.560297942338991
Epica,16.218904761904763
Equator 2WD,17.477477517322722
Equator 4WD,20.600625
Equinox AWD,16.102990916025245
Equinox FWD,15.08175016562385
Equus,18.311666666666667
Escalade 2WD,21.68887024221453
Escalade 2WD FFV,20.600625
Escalade 4WD,21.579387726244345
Escalade AWD,23.95105631868132
Escalade AWD FFV,21.974
Escalade ESV 2WD,20.83721481092437
Escalade ESV 2WD FFV,20.600625
Escalade ESV 4WD,20.600625
Escalade ESV AWD,24.449093406593406
Escalade Ext AWD,24.939584478021978
Escalade Hybrid 2WD,15.70998311688312
Escalade Hybrid 4WD,15.695714285714288
Escape 2WD,16.03730887698045
Escape 4WD,16.693143602504076
Escape 4WD FFV,16.4805
Escape AWD,13.751120750988143
Escape AWD FFV,16.4805
Escape FWD,13.96503246779571
Escape FWD FFV,15.205223214285716
Escape Hybrid 2WD,11.365862068965518
Escape Hybrid 4WD,11.842661271405111
Escape Hybrid AWD,11.365862068965518
Escape Hybrid FWD,10.55063208128079
Escort,12.580219130430427
Escort FS,10.754625
Escort Wagon,12.342682594375317
Escort ZX2,13.099884615384616
Espirit Turbo,17.347894736842107
Esprit Turbo,18.26793247825446
Esprit Turbo HC PI,17.347894736842107
Esprit V8,20.22475394736842
Esprit.v8,20.600625
Estate Wagon,18.311666666666667
Esteem,12.237321926094342
Esteem Wagon,12.530009450549452
Eurovan,20.907614705882356
Eurovan Camper,22.047573660714285
Evora,15.6234936871511
Excel,12.326402399041289
Executive Sedan/Limousine,17.347894736842107
Expedition 2WD,22.578993669374107
Expedition 2WD FFV,20.600625
Expedition 4WD,23.74057107458368
Expedition 4WD FFV,22.287914285714287
Expedition EL 2WD,19.388823529411766
Expedition EL 4WD,20.600625
Expedition Limo. 2WD FFV,25.35461538461539
Explorer 2WD,20.51246484010271
Explorer 2WD FFV,18.464263888888887
Explorer 4WD,21.424404650250192
Explorer 4WD FFV,20.94396875
Explorer AWD,17.464394640447274
Explorer AWD FFV,17.347894736842107
Explorer FWD,15.65228740824393
Explorer Sport 2WD,19.411264297385625
Explorer Sport 2WD FFV,19.388823529411766
Explorer Sport 4WD,21.745104166666668
Explorer Sport 4WD FFV,21.974
Explorer Sport Trac 2WD,20.265936974789916
Explorer Sport Trac 2WD FFV,21.2873125
Explorer Sport Trac 4WD,21.483508928571432
Explorer Sport Trac 4WD FFV,21.2873125
Explorer USPS 2WD,19.388823529411766
Explorer USPS 2WD FFV,19.388823529411766
Explorer USPS 4WD,21.974
Explorer USPS 4WD FFV,21.974
Expo,16.63143448862799
Expo.LRV,15.599255463262901
Express 1500 2WD Cargo,20.67243545751634
Express 1500 2WD Cargo FFV,21.974
Express 1500 2WD Conversion Cargo,23.543571428571425
Express 1500 2WD Conversion Cargo FFV,23.543571428571425
Express 1500 2WD Passenger,23.543571428571425
Express 1500 2WD Passenger FFV,23.543571428571425
Express 1500 AWD,23.76995192307692
Express 1500 AWD Cargo,23.543571428571425
Express 1500 AWD Cargo FFV,23.543571428571425
Express 1500 AWD Conversion Cargo,23.543571428571425
Express 1500 AWD Conversion Cargo FFV,23.543571428571425
Express 1500 AWD Passenger,23.543571428571425
Express 1500 AWD Passenger FFV,23.543571428571425
Express 1500/2500 2WD,23.130141192141192
Express 2500 2WD Cargo,27.4675
Express 2500 2WD Conversion Cargo,27.4675
Express 2500 2WD Passenger,25.35461538461539
Express 3500 2WD Cargo,28.71602272727273
Express 3500 2WD Passenger,26.76320512820513
Express Cargo (Bi-fuel),27.4675
Express Cargo (dedicated CNG),0.155
Express Passenger (Bi-fuel),27.4675
Express Passenger (dedicated CNG),0.155
F 40,25.35461538461539
F-Pace,14.829646551724139
F-Type Convertible,15.445111816101521
F-Type Coupe,15.667960266278346
F-Type R AWD Convertible,18.311666666666667
F-Type R AWD Coupe,18.311666666666667
F-Type R Convertible,18.311666666666667
F-Type R Coupe,18.311666666666667
F-Type S AWD Convertible,15.695714285714288
F-Type S AWD Coupe,15.695714285714288
F-Type S Convertible,16.092070707070707
F-Type S Coupe,16.314030303030304
F-Type V8 S Convertible,18.311666666666667
F12,25.35461538461539
F12 Berlinetta,25.35461538461539
F12 tdf,26.411057692307693
F141,29.96454545454546
F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,15.695714285714288
F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,17.347894736842107
F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,18.311666666666667
F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,19.388823529411766
F150 5.0L 2WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,20.600625
F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,20.600625
F150 CNG,0.14605769230769225
F150 Dual-fuel 2WD (CNG),28.187801573426576
F150 Dual-fuel 2WD (LPG),24.720750000000002
F150 Dual-fuel 4WD (CNG),28.71602272727273
F150 Dual-fuel 4WD (LPG),24.720750000000002
F150 Pickup 2WD,22.377004097496066
F150 Pickup 2WD CNG,0.143076923076923
F150 Pickup 2WD FFV,18.88683603567743
F150 Pickup 4WD,23.983875240074916
F150 Pickup 4WD FFV,19.91123650891936
F150 Raptor Pickup 4WD,26.699178321678325
F150 SFE 2WD,19.388823529411766
F150 STX SE 2WD,21.974
F150 STX SE 2WD FFV,21.974
F150 Supercharged,25.35461538461539
F250,24.26798901098901
F250 Pickup 2WD,24.29117586163836
F250 Pickup 2WD CNG,0.16204545454545455
F250 Pickup 4WD,26.1855573506682
F250 Pickup Cab Chassis 2WD,29.132196969696974
F355/355 F1,29.96454545454546
F40,25.35461538461539
F430,25.777192307692314
F60 America,25.35461538461539
FF,25.35461538461539
FJ Cruiser 2WD,17.950252192982457
FJ Cruiser 4WD,19.446401815660476
FJ8c Post Office,25.35461538461539
FR-S,12.478092857142856
FX35 2WD,19.388823529411766
FX35 AWD,18.957960784313727
FX35 RWD,18.003007682605205
FX37 AWD,18.311666666666667
FX37 RWD,17.347894736842107
FX45 AWD,22.23559523809524
FX50,20.600625
FX50 AWD,20.600625
Ferrari 348 TB/TS,23.543571428571425
Ferrari 348 TB/TS/Spider,24.750934065934064
Ferrari 456,31.46277272727273
Ferrari 456 GT,29.96454545454546
Ferrari 456 GT/GTA,29.96454545454546
Ferrari 512 TR,29.96454545454546
Ferrari 550 Maranello,32.961
Ferrari F355,29.96454545454546
Ferrari F355 Berlinetta/GTS,29.96454545454546
Ferrari F355/355 F1,29.96454545454546
Ferrari F50,41.20125
Ferrari F512M,29.96454545454546
Ferrari Mondial T/Cabriolet,25.35461538461539
Festiva,10.574717583070525
Fiero,15.572286687306503
Fiesta,10.14424715909091
Fiesta FWD,10.3748211143695
Fiesta SFE,9.988181818181818
Fiesta SFE FWD,9.624029356060605
Fiesta ST FWD,11.365862068965518
Fifth Avenue/Imperial,16.914197368421053
Firebird,16.921660684963722
Firebird/Formula,17.289517694235588
Firebird/Trans Am,17.823904674075678
Firebird/Trans Am/Formula,18.357830532212887
Firefly,8.948228414417958
Firefly FE,8.828839285714285
Firenza,14.652959226633852
Firenza Cruiser,13.77412379579485
Firenza Cruiser Wagon,14.995557353562617
Fit,10.593193513548355
Five Hundred AWD,17.347894736842107
Five Hundred FWD,16.00962857142857
Fleetwood,18.742529411764707
Fleetwood Brougham,17.347894736842107
Fleetwood Brougham (RWD),18.794054621848744
Fleetwood/DeVille,18.491192810457516
Fleetwood/DeVille (FWD),16.95092693236715
Flex AWD,18.190722738218096
Flex FWD,16.914197368421053
Flying Spur,22.003377005347595
Focus,13.316645539902062
Focus FWD,11.124750882655924
Focus FWD FFV,10.845232258064517
Focus RS AWD,14.98227272727273
Focus SFE FWD,9.702805194805194
Focus SFE FWD FFV,9.988181818181818
Focus ST FWD,13.1844
Focus Station Wagon,13.033330488584253
Foose F150 Regular Cab 2WD,25.35461538461539
Foose F150 Regular Cab 4WD,25.35461538461539
Foose F150 Super Cab 2WD,25.35461538461539
Foose F150 Super Cab 4WD,25.35461538461539
Foose F150 Super Crew 2WD,25.35461538461539
Foose F150 Super Crew 4WD,25.35461538461539
Forenza,14.786851778656128
Forenza Wagon,15.160633116883119
Forester AWD,15.043169971354327
Formal,21.974
Forsa,9.072975113122173
Forsa Turbo,9.694411764705883
Forte,11.68800646498246
Forte 5,12.81950818070818
Forte Eco,11.08171551724138
Forte Koup,12.339953746820797
Fox,13.60835489130435
Fox GL Wagon,13.1844
Fox Wagon,13.73375
Freelander,19.388823529411766
Freelander 3 Door,19.388823529411766
Freelander 5 Door,19.388823529411766
Freestar Cargo Van FWD,18.619425770308123
Freestar Wagon FWD,18.850245098039217
Freestyle AWD,17.347894736842107
Freestyle FWD,16.4805
Frontier 2WD,17.175910934948146
Frontier 4WD,19.47217495331466
Frontier V6 2WD,20.762198529411766
Frontier V6 4WD,21.11464188752424
Fuego,15.53767963386728
Funeral Coach,19.388823529411766
Funeral Coach  2WD,32.961
Funeral Coach / Hearse,22.845984126984124
Funeral Coach/Hearse,19.532444444444447
Fusion,14.719471187025537
Fusion AWD,15.491795709382151
Fusion AWD FFV,16.218904761904763
Fusion Energi Plug-in Hybrid,4.739579515400454
Fusion FWD,12.949626854011509
Fusion FWD FFV,14.54800395256917
Fusion Hybrid FWD,8.074237637362637
Fusion S FWD,12.940244444444444
G10/20 Sport Van 2WD,23.117175720288117
G10/20 Van 2WD,21.65662957039091
G10/20 Van 2WD (cargo),27.4675
G15/25 Rally 2WD,23.127429028869614
G15/25 Vandura 2WD,21.6799016521863
G20,14.290156867588934
G25,14.330869565217393
G25x,14.98227272727273
G3 (3-Door),11.379392857142857
G3 (5-Door),11.379392857142857
G3 Wave,11.379392857142857
G3 Wave 5,11.379392857142857
G30 Sport Van 2WD,27.47747820361457
G30 Van 2WD,22.278784306637636
G30 Van 2WD (cargo),27.4675
G35,17.102132894736844
G35 Coupe,16.914197368421053
G35 Rally 2WD,27.47747820361457
G35 Vandura 2WD,21.999212572721397
G35x,17.347894736842107
G37,15.928990900546822
G37 Convertible,16.914197368421053
G37 Coupe,16.060257889040784
G37x,16.4805
G37x Coupe,16.4805
G5,11.786819923371647
G5 GT,12.021584880636606
G5 XFE,11.11328735632184
G5/Pursuit,13.072886645299146
G500,26.863818681318683
G55 AMG,26.997970085470087
G550,25.35461538461539
G6,15.454293031075295
G6 FFV,13.397525752508363
G6 GT/GTP Convertible,17.380020467836257
G63 AMG,25.35461538461539
G8,18.922055555555556
G80 AWD,17.347894736842107
G80 RWD,16.6469696969697
G90 AWD,17.396083333333333
G90 RWD,16.914197368421053
GL320 Bluetec,20.115
GL320 CDI 4matic,19.109250000000007
GL350 Bluetec,20.115
GL350 Bluetec 4matic,18.286363636363635
GL450 4matic,20.931061090225562
GL550 4matic,22.845984126984124
GL63 AMG,23.543571428571425
GLA250,11.646500638569604
GLA250 4matic,12.36428774928775
GLA45 AMG 4matic,13.1844
GLC,11.957361823361824
GLC Wagon,14.649333333333333
GLC300,13.73375
GLC300 4matic,13.73375
GLE300 d 4matic,15.924375
GLE350,16.4805
